userid,n_in_region,n_in_region_raw,n_global
9233,3,3,182
9244,2,2,323
9245,54,54,72
9246,32,32,313
9249,10,10,95
9254,13,13,570
9265,1,1,32
9266,7,7,267
9274,18,18,1071
9278,5,5,2267
9282,7,7,962
9287,39,39,281
9289,77,77,222
9293,1,1,314
9298,525,549,34348
9306,2,3,69
9314,24,25,440
9317,1,1,152
9320,55,55,156
9324,8,8,166
9328,79,79,145
9337,1,1,16
9344,32,32,142
9359,39,39,132
9383,1,1,89
9386,22,22,517
9407,2,2,82
9423,8,8,160
9426,53,54,839
9440,5,5,82
9443,9,9,365
9458,22,22,239
9463,61,62,1858
9466,4,4,143
9472,4,4,211
9478,6,6,586
9484,4,4,110
9485,1,1,19
9489,4,4,581
9490,7,10,1277
9492,2,2,147
9493,34,34,766
9499,4,4,4
9504,1,1,205
9509,25,25,176
9521,132,146,308
9526,3,3,24
9528,18,18,1010
9540,1,1,114
9541,4,4,6
9561,12,12,14
9563,1,1,1
9567,2,2,288
9572,1128,1161,2665
9574,1,1,1
9603,9,9,215
9621,97,99,209
9626,34,38,850
9628,17,17,230
9631,1921,1994,6213
9635,426,444,3255
9641,32,32,494
9660,16,16,86
9664,57,58,129
9666,162,163,263
9680,59,60,506
9694,6,6,19
9704,49,49,587
9707,15,15,900
9728,5,5,87
9744,417,419,794
9749,31,31,141
9751,3,3,8666
9755,5,5,350
9763,3,3,1356
9766,2,2,6
9768,765,788,2257
9777,363,384,645
9780,1,1,38
9785,35,35,753
9812,1,1,90
9823,11,11,753
9828,18,18,192
9830,1,1,10
9845,4,4,75
9847,21,22,1148
9850,2,2,77
9855,1,1,65
9860,6,6,86
9861,12,12,93
9865,5,6,154
9867,15,15,212
9872,3,3,364
9873,2,2,2
9880,1,1,295
9882,1,1,641
9883,1,1,1
9894,1,1,15
9908,40,40,683
9917,24,24,1329
9918,2,2,327
9931,3,3,112
9933,830,847,953
9947,1,1,23
9955,1,1,9
9962,6,6,23
9987,29,29,57
10004,2,2,149
10015,27,27,99
10037,6,6,14
10050,8,8,273
10057,4,4,707
10070,24,24,27
10090,4,4,212
10094,1,1,1
10098,34,34,620
10115,10,10,729
10117,126,127,201
10124,9,10,173
10156,3,4,79
10161,1,1,436
10168,7,7,126
10169,1,1,122
10182,1,1,25
10184,52,53,955
10193,2,2,238
10201,2,2,239
10203,122,126,2309
10209,88,98,1020
10219,43,44,543
10224,30,31,1158
10228,1,1,52
10234,1,1,8
10248,3,3,18
10249,73,73,719
10256,1,1,39
10277,17,19,1742
10304,1,1,369
10311,88,90,1076
10317,10,10,412
10318,355,361,505
10332,1,1,167
10338,10,10,39
10341,12,12,454
10345,17,18,167
10346,10,10,17
10347,1,1,38
10358,22,22,71
10368,17,18,714
10371,9,9,27
10372,1,1,54
10382,2,2,5
10391,83,85,962
10396,1,1,1
10413,4,4,443
10414,11,11,1972
10423,84,84,89
10425,14,14,48
10450,2,2,145
10455,11,11,92
10457,55,56,1347
10463,471,485,912
10469,107,110,3269
10478,17,17,829
10488,27,27,627
10489,31,31,44
10492,3,3,173
10499,2,2,349
10511,3,3,1610
10513,1,1,1138
10519,1,1,1
10527,2,2,96
10531,157,167,532
10536,19,21,471
10550,29,29,1257
10551,1,1,130
10552,1,1,597
10554,14,15,122
10576,13,13,139
10579,182,193,193
10583,3,4,556
10584,10,10,20
10594,22,23,574
10599,36,39,45
10610,10,10,390
10622,1,2,15
10628,4,4,206
10633,1,1,2048
10637,187,188,228
10643,86,88,4002
10647,9,9,799
10648,12,13,1169
10668,4,4,274
10677,25,26,1090
10679,11,11,1155
10682,1,1,151
10683,25,25,830
10684,28,29,1195
10707,1,1,143
10711,1,1,89
10712,2,2,83
10720,1,1,1152
10727,14,14,342
10730,334,336,503
10739,3,3,26
10749,2,2,25
10760,11,11,141
10761,47,49,298
10773,7,7,142
10789,36,36,140
10798,1,1,28
10812,1,1,71
10813,1,1,14
10816,19,19,229
10821,10,10,238
10826,3,3,544
10830,62,62,111
10835,24,24,226
10846,43,43,1062
10848,1,1,24
10850,1,1,479
10859,247,258,10919
10876,29,29,29
10878,14,14,33
10892,1,1,41
10906,52,58,695
10925,92,93,410
10933,1,1,12
10937,75,76,1536
10942,3,3,122
10944,18,18,18
10950,3,3,67
10986,15,15,586
10987,28,28,150
10994,2,2,18
10998,26,26,37
11000,166,177,322
11003,39,40,1414
11007,2,2,101
11061,67,69,84
11075,323,339,1034
11076,6,7,2794
11077,1,1,73
11084,158,158,354
11089,12,12,19
11093,12,12,99
11096,3,3,4
11102,35,35,463
11104,1,1,105
11107,1,1,268
11134,1,1,1783
11137,12,13,111
11148,14,14,612
11158,3,3,333
11159,1,1,356
11170,3,3,305
11190,14,14,371
11199,36,37,532
11203,4,4,25
11205,4,4,385
11220,27,28,38
11236,19,19,46
11245,27,27,354
11248,7,7,294
11274,1,1,571
11277,3,3,516
11278,148,150,176
11287,283,289,2718
11348,2,2,156
11350,16,16,93
11408,30,31,44
11411,3,3,355
11412,27,27,510
11433,1,1,277
11434,15,15,48
11455,10,10,12
11456,47,47,1002
11460,1,1,180
11462,65,65,1636
11467,25,25,245
11474,1,1,15
11496,1,1,4
11498,83,83,92
11519,102,103,332
11522,1,1,323
11539,35,35,664
11549,17,18,113
11561,5,5,739
11562,72,73,2626
11575,31,31,536
11577,10,10,312
11584,178,181,860
11595,17,17,207
11610,19,19,606
11630,1,1,86
11635,1,1,1107
11636,11,11,437
11647,6,6,18
11658,10,10,24
11660,23,23,461
11665,4,4,84
11677,1,1,1
11681,2,2,44
11684,5,5,5
11699,28,29,1320
11701,23,24,756
11704,9,10,380
11710,187,190,2407
11719,3,3,89
11725,3,3,106
11737,369,372,658
11740,15,15,285
11747,2,2,8
11755,19,19,84
11761,4,4,6
11774,1,1,62
11784,9,9,147
11788,3,3,8
11793,5,5,74
11802,21,21,282
11808,1,1,209
11811,5,5,38
11815,54,54,565
11817,5,5,208
11828,156,171,5692
11835,2,2,61
11839,1,1,12
11841,1,1,81
11852,11,11,215
11856,2,2,3
11862,1,1,131
11864,1,1,55
11891,4,4,29
11899,2,2,70
11902,12,12,47
11905,2,2,302
11917,1,1,9
11919,1,1,96
11927,94,96,111
11946,806,828,1291
11948,16,16,4435
11956,3,3,32
11964,14,14,198
11972,2,2,118
11983,2,2,167
11994,8,8,227
12010,1,1,227
12016,36,36,51
12018,3,3,55
12025,26,28,2533
12026,36,36,38
12034,253,255,622
12042,9,9,123
12065,1,1,39
12068,3,3,192
12072,5,5,27
12096,31,31,61
12107,43,43,3660
12117,64,66,69
12118,2,2,16
12120,7,7,12
12136,9,9,259
12144,46,46,354
12149,1,1,15
12169,35,35,1054
12176,10,10,85
12187,78,87,2385
12188,1,1,217
12190,11,11,98
12211,70,71,5352
12221,17,19,1184
12224,12,13,19
12230,5,5,302
12248,9,9,151
12261,2,2,28
12264,8,8,733
12266,78,103,3944
12272,7,7,82
12276,6,7,349
12283,1,1,14
12284,3,3,448
12296,8,8,224
12299,5,5,49
12308,83,83,1773
12309,40,43,1081
12315,2,2,140
12318,4,4,321
12320,3,3,168
12334,3018,3104,5230
12335,8,9,65
12348,65,65,179
12349,1,1,394
12356,11,11,81
12358,6,6,653
12367,15,15,456
12387,1,1,1057
12402,7,7,254
12408,4,4,224
12416,1,1,29
12425,31,32,64
12426,1,1,39
12429,3,3,1199
12435,9,9,189
12440,1,1,20
12443,4,4,116
12449,9,9,39
12452,3,3,296
12454,1,1,509
12463,199,206,6306
12472,203,207,761
12495,12,12,227
12503,83,92,1402
12526,376,384,693
12529,1,2,96
12531,6,6,1618
12532,2,2,478
12538,1,1,32
12554,42,42,470
12565,7,7,397
12573,36,36,56
12584,5,5,122
12587,1,1,5
12588,51,52,733
12592,2,2,21
12595,1,1,19
12597,5,5,1327
12607,106,108,1476
12619,2,2,870
12633,18,18,373
12649,1,1,18
12653,1,1,4
12676,12,12,322
12681,63,63,155
12685,4,4,239
12693,35,39,101
12699,3,3,23
12710,2,2,108
12711,23,23,31
12713,37,42,199
12717,55,55,300
12723,1644,1761,5477
12724,1,1,104
12748,12,12,446
12751,6,6,97
12761,1,1,26
12774,14,14,118
12789,4,4,34
12805,179,188,3166
12812,6,6,54
12818,8,8,611
12829,2,2,226
12839,25,26,710
12853,2,2,2
12854,3,3,215
12858,6,6,49
12870,3,3,115
12878,2,2,40
12890,4,4,4
12909,3,3,142
12914,62,66,10378
12927,16,17,562
12930,150,154,686
12936,18,18,1417
12941,14,14,76
12951,1,1,34
12954,2,2,828
12956,22,22,3203
12958,1,1,433
12968,13,13,507
12970,9,9,510
12979,12,13,1144
12984,7,7,993
12985,2,2,128
12989,24,25,279
12992,8,9,311
13020,6,6,28
13048,9,10,631
13058,12,12,507
13078,1,1,3
13093,2,2,12
13096,537,557,699
13113,3,3,338
13118,2,2,844
13119,1,1,489
13123,10,10,305
13135,42,42,1253
13138,6,7,1217
13146,148,150,372
13165,53,54,2356
13170,6,6,248
13177,22,22,494
13178,17,17,351
13180,60,60,2091
13184,1,1,5
13199,2,2,137
13204,18,18,306
13213,11,11,70
13238,4,4,53
13243,1,1,704
13246,6,6,364
13247,2,2,2256
13251,7157,7525,9514
13256,9,9,255
13280,24,25,7321
13287,34,35,212
13291,56,58,592
13294,1,1,1072
13300,4,4,391
13304,11,11,237
13308,6,6,151
13313,1,1,41
13315,61,63,76
13339,16,16,94
13340,2,2,36
13343,2,2,41
13355,7,7,66
13365,3,3,255
13369,30,33,750
13370,5,5,166
13378,1,1,715
13380,19,19,354
13382,1,1,10
13393,8,8,10
13404,35,36,965
13408,33,34,121
13412,1,1,9
13415,44,46,447
13416,15,15,1172
13417,1,1,1
13418,3,3,20
13423,3,3,157
13430,9,9,142
13457,1,1,33
13463,59,59,488
13468,13,13,599
13470,13,13,125
13477,3,3,23
13479,4,4,545
13486,58,58,879
13494,1,1,1
13499,60,64,555
13504,2,2,2
13506,1,1,300
13513,232,234,447
13532,1,1,46
13534,51,51,855
13556,18,18,1638
13566,10,11,160
13568,15,15,36
13575,3,3,3464
13590,2,2,4
13603,2,2,29
13611,1,1,74
13612,207,222,4847
13620,5,5,53
13624,22,24,1351
13626,2,2,136
13634,10,10,183
13637,18,18,811
13642,3,3,46
13648,4,4,259
13659,1,1,232
13660,4,4,182
13663,2,2,10
13670,3,3,3
13671,1,1,4
13701,22,22,986
13720,5,5,122
13721,2,2,1541
13724,2,2,169
13727,3,3,251
13729,21,21,26
13733,45,45,191
13742,1,1,52
13753,1,1,702
13770,2,2,414
13788,15,15,499
13800,11,11,2206
13803,4,4,5
13809,7,7,718
13810,1,1,228
13816,2,2,1071
13821,3,3,403
13822,5,5,51
13829,2,2,256
13843,3,3,10
13854,6,6,102
13856,1,1,138
13857,315,324,6445
13862,3,3,56
13863,28,28,430
13865,24,26,4254
13868,1,1,2129
13871,14,14,105
13880,152,161,4036
13887,33,33,1353
13897,1,1,36
13903,6,6,148
13914,22,22,228
13915,1,1,17
13922,5,5,194
13931,4,4,895
13953,247,250,333
13955,1,1,19
13960,14,18,1808
13961,32,32,39
13964,5,5,90
13966,6,6,195
13982,66,66,227
13986,19,19,76
13988,15,15,687
13989,27,27,398
13990,16,16,18
13994,349,391,781
14022,16,18,921
14037,71,72,1147
14045,2,2,22
14053,72,74,1139
14067,4,4,26
14074,61,63,2402
14077,11,12,161
14097,102,105,194
14101,78,81,9019
14108,2,2,282
14125,1,1,1
14130,35,37,533
14154,21,21,75
14160,9,9,1875
14162,7,7,978
14165,4,4,381
14171,38,38,1214
14195,3,3,14
14197,4,4,28
14214,18,18,506
14221,99,101,1139
14226,1,1,26
14229,18,19,308
14245,3,4,86
14252,46,46,738
14253,7,7,55
14254,54,54,64
14260,20,23,400
14266,44,46,670
14276,1,1,471
14284,4,4,143
14290,1,1,48
14294,4,5,325
14298,4,4,485
14311,1,1,218
14325,13,13,1299
14327,23,23,357
14336,1,1,1
14343,104,109,494
14346,152,152,4582
14354,3,3,676
14357,5,5,71
14362,8,8,43
14363,5,5,228
14366,59,59,1289
14368,23,29,887
14369,21,22,642
14381,1,1,1040
14391,11,11,1213
14424,6,6,97
14427,10,10,508
14436,175,175,508
14439,1,1,117
14440,7,7,119
14446,91,91,406
14455,1,1,48
14463,160,168,1636
14480,1,1,181
14484,7,7,239
14487,36,36,71
14496,11,11,119
14500,2,2,123
14508,3,3,503
14509,15,16,4084
14523,3,3,363
14534,2,2,144
14536,4,4,94
14537,2,2,86
14540,3,3,13
14542,7,7,45
14575,1,1,2136
14584,1,1,33
14589,9,9,423
14598,4,4,31
14610,26,26,762
14613,54,55,314
14617,8,8,399
14627,4,4,501
14639,50,51,3444
14645,4,4,16
14647,1,1,14
14648,2,2,285
14655,14,14,117
14659,4,5,323
14660,34,34,203
14672,67,70,739
14674,1,1,64
14675,37,38,483
14677,5,5,30
14692,2,2,11
14702,17,17,506
14706,5,5,98
14707,23,24,724
14712,13,13,778
14733,378,413,3819
14743,9,9,972
14749,8,8,110
14760,1,1,28
14769,13,14,25
14780,1,1,354
14781,1,1,1
14791,3,3,11
14798,80,81,104
14801,196,197,212
14803,9,9,135
14805,2,2,33
14821,11,12,621
14828,3,3,370
14844,11,11,43
14847,5,5,282
14859,18,18,1083
14868,12,12,123
14898,90,98,1318
14908,13,13,13
14924,7,7,41
14928,3,3,7
14930,2,2,9
14933,18,19,780
14935,3,3,328
14943,1,1,537
14947,15,18,965
14970,63,65,702
14979,6,6,305
14985,5,5,271
14988,865,912,1975
14993,1,1,5
14994,1,1,29
14996,1,1,257
15001,7,7,38
15021,2,2,91
15025,4,4,6
15030,4,4,1027
15031,27,27,49
15038,15,16,142
15040,34,34,358
15042,3,3,64
15044,562,580,906
15045,4,4,44
15049,21,21,271
15051,4,4,882
15055,1,1,1
15060,1,1,346
15064,518,518,590
15070,1,1,2753
15080,244,248,428
15099,16,16,391
15107,28,29,2957
15109,4,4,142
15117,4,4,645
15118,161,167,226
15129,13,13,189
15181,85,87,1533
15195,4,4,799
15199,3,3,59
15223,1,1,1296
15231,28,28,233
15235,2,2,113
15238,3,3,933
15245,8,8,65
15252,2,2,702
15265,15,15,273
15267,1,1,1
15279,6,12,496
15284,39,39,132
15295,5,5,5
15296,595,613,7916
15298,1,1,415
15305,157,160,280
15309,488,494,803
15313,47,47,165
15324,13,13,207
15327,1,1,11
15357,1,1,408
15364,10,11,2942
15374,61,62,1304
15376,6,7,1111
15383,2,2,796
15386,1,1,21
15396,5,5,1515
15412,86,87,760
15419,76,86,2633
15421,2,2,529
15426,145,155,3158
15453,1,1,8
15459,2,2,847
15461,8,8,81
15467,10,11,992
15468,2,2,798
15475,3,3,465
15481,3,3,261
15484,196,196,667
15501,45,45,388
15507,1,1,20
15512,41,41,631
15513,16,16,776
15547,93,96,2149
15563,12,12,417
15571,12,12,122
15578,16,16,974
15582,236,239,272
15588,116,119,273
15608,13,13,550
15611,5,5,399
15619,23,23,392
15622,2,2,102
15630,2,2,5
15636,4,4,277
15645,65,68,1932
15647,5,5,875
15648,9,9,300
15649,11,12,1030
15653,5,5,18
15655,13,13,77
15668,1999,2075,3930
15671,55,58,863
15695,8,8,474
15713,1,1,33
15716,459,466,811
15719,48,49,1546
15722,827,868,9259
15725,2,2,15
15728,1,1,1
15729,11,11,142
15730,1092,1109,1520
15733,15,15,28
15736,1,1,1
15745,12,12,596
15749,1,1,30
15766,1,1,604
15770,1,1,372
15772,7,7,9
15777,1,1,21
15781,22,23,647
15787,1077,1351,3266
15795,1113,1147,8104
15801,414,420,440
15804,1,1,1280
15817,13,13,107
15819,5,5,4263
15828,6,6,2436
15829,1,1,158
15834,12,12,176
15859,7,8,986
15863,3,3,1160
15868,4,4,536
15884,3,3,177
15895,10,12,294
15901,2,2,328
15914,4,4,398
15920,3,3,264
15959,42,43,281
15973,1,1,32
15985,15,16,1356
15988,1,1,21
15996,1,1,32
16003,21,21,22
16005,1096,1153,1193
16007,6,7,31
16033,7,7,308
16034,7,7,148
16035,4,4,258
16037,26,26,88
16039,12,12,923
16043,18,18,1166
16046,7,7,183
16059,5,5,22
16065,152,160,3948
16066,1,1,358
16069,8,8,29
16072,11,11,14
16077,2,2,176
16079,1,1,19
16081,6,6,6
16088,1,1,94
16093,1,1,272
16098,17,17,18
16109,1,1,355
16114,26,26,4945
16118,59,59,2104
16128,95,96,756
16131,43,43,1354
16136,2,2,264
16139,4,4,113
16146,8,8,114
16157,9,9,1755
16167,110,110,392
16170,4,4,1173
16171,1,1,1
16186,25,26,62
16201,1,1,418
16208,1,1,154
16213,2,2,270
16216,3,3,407
16232,2,2,40
16235,12,12,477
16241,4,4,139
16245,85,87,789
16254,1,1,1
16255,3,3,248
16269,1,1,89
16306,7,7,123
16323,5,6,634
16335,29,30,1273
16339,1,1,183
16353,4,4,96
16364,228,233,1929
16366,14,14,432
16372,2,2,330
16400,2,2,104
16420,1,1,211
16425,228,228,12466
16429,2,2,414
16434,1,1,188
16451,2,2,144
16452,13,14,489
16464,3,3,28
16479,17,18,1053
16490,1,1,23
16493,2,2,181
16512,76,78,94
16523,7,7,142
16526,11,11,1000
16531,12,12,85
16532,15,16,160
16533,7,7,590
16535,7,7,840
16540,11,11,449
16565,4,4,1683
16570,13,13,206
16581,2,2,267
16588,2,2,5
16590,35,35,36
16593,20,20,1273
16597,10,10,208
16599,21,21,122
16602,25,26,351
16604,2,2,2
16605,7,7,87
16614,1,1,30
16618,24,24,46
16627,41,41,141
16632,1,1,1
16639,20,20,53
16655,9,9,16
16693,17,18,457
16698,1,1,621
16704,6,6,49
16718,14,14,204
16747,7,7,370
16827,47,48,119
16833,3,3,101
16836,64,64,76
16837,15,18,308
16843,4,4,378
16851,31,34,776
16858,17,17,234
16871,20,20,21
16888,57,57,604
16898,16,16,44
16906,12,12,24
16911,10,10,176
16942,4,4,106
16949,3,3,836
16950,13,16,661
16952,4,4,16
16958,4858,5236,6297
16971,100,107,116
16982,82,86,4403
16984,79,80,91
16985,1,1,37
16988,53,54,6826
16989,1,1,1
16990,1,1,3
16995,7,7,305
17021,3,3,226
17039,249,253,253
17045,19,19,427
17050,4,4,1016
17052,4,4,101
17057,928,948,4260
17060,597,605,1021
17067,2,2,59
17074,13,13,257
17075,23,23,439
17076,2,2,2
17078,5,5,38
17096,4,4,29
17099,5,5,132
17101,36,36,1734
17102,39,40,982
17110,15,15,586
17118,2,2,101
17124,4,4,133
17125,14,14,148
17127,17,17,208
17145,4,4,36
17153,3,3,329
17163,7,7,38
17167,11,11,427
17183,1,1,625
17185,459,465,642
17187,160,167,1466
17196,3,3,2329
17200,15,15,21
17240,18,18,107
17243,14,14,1026
17244,2,2,1452
17254,2,2,53
17266,2,2,40
17268,22,22,397
17272,1,1,17
17277,2,2,67
17288,219,221,657
17296,14,14,72
17297,245,249,260
17301,49,53,720
17304,7,7,505
17311,3,3,152
17317,637,645,1066
17321,51,51,70
17322,5,5,40
17328,1,1,498
17336,16,16,349
17348,100,100,900
17355,39,42,1238
17362,24,26,4213
17368,6,6,64
17372,17,17,96
17374,10,10,370
17375,9,9,9
17381,15,15,330
17382,39,42,50
17387,1,1,165
17390,26,27,271
17400,20,20,22
17404,1,1,8
17409,1,1,3
17424,35,36,351
17429,360,360,403
17445,12,14,2309
17446,72,73,112
17466,6,6,210
17468,2,3,43
17474,7,7,686
17478,15,15,35
17502,7,7,1843
17513,4,4,47
17516,48,49,71
17526,8,8,1154
17527,3,3,78
17572,38,39,366
17577,3,3,69
17584,35,35,945
17587,5,5,897
17595,155,165,900
17607,4,4,300
17643,19,19,217
17654,6,6,440
17666,7,7,961
17689,5,5,469
17691,18,20,209
17714,13,13,677
17724,7,7,8
17725,3,3,118
17726,2,2,80
17736,2,2,304
17743,4,4,874
17746,29,29,32
17751,700,713,861
17753,5,5,1042
17756,19,19,409
17765,2,2,2
17769,15,15,222
17777,2,3,119
17780,1,1,184
17783,42,42,616
17785,54,59,397
17788,2,2,8366
17791,1,1,23
17795,7,14,248
17799,3,3,306
17806,4,4,389
17815,23,23,330
17823,1,1,1495
17825,1,1,27
17826,1,1,136
17832,46,46,415
17834,5,5,674
17844,4,4,579
17853,1,1,93
17860,1,1,109
17861,47,50,13908
17863,4,4,17
17871,17,17,888
17872,1,1,22
17874,2,2,118
17879,13,13,270
17885,4,4,128
17886,1,1,4
17889,3,3,519
17892,4,4,4
17897,1,1,177
17898,34,34,57
17899,19,19,238
17907,57,57,433
17908,16,16,468
17917,7,8,3876
17920,27,27,126
17923,2,2,6
17928,86,88,260
17931,1,1,407
17934,1,1,13
17941,54,54,88
17944,24,26,2238
17947,1,1,20
17951,3,3,95
17970,9,9,340
17991,6,6,10
18004,1,1,22
18022,1,1,151
18029,6,6,79
18035,1159,1251,1259
18051,102,106,252
18055,2,3,77
18064,13,13,13
18069,1,1,327
18084,12,12,284
18094,23,23,105
18130,2,2,229
18135,7,7,370
18144,68,69,79
18151,40,41,127
18154,5,6,6
18166,3,3,350
18167,8,8,100
18168,528,531,647
18172,7,8,63
18173,4,4,177
18177,8,8,242
18178,14,15,242
18188,20,22,2806
18204,1,1,173
18209,3,3,179
18213,35,36,91
18219,1,1,2
18220,37,37,10841
18228,9,9,318
18243,2,2,148
18244,6,6,677
18252,23,23,576
18265,1,1,21
18271,3,3,45
18286,8,8,8
18291,3,3,149
18296,2,2,17
18304,2,2,285
18307,1,1,208
18311,2,2,101
18319,11,13,335
18321,2,2,664
18324,6,6,532
18330,115,115,656
18335,2,2,25
18336,173,173,477
18340,2,2,28
18353,2,2,193
18355,8,8,85
18359,8,8,166
18433,44,46,926
18438,2,2,528
18454,15,15,439
18457,3,3,237
18462,7,7,1557
18469,6,6,131
18472,4,4,11
18475,21,21,624
18477,7,7,8
18486,26,26,72
18528,11,11,551
18539,9,9,279
18541,3,3,3
18549,1,1,738
18550,28,28,316
18553,284,285,313
18565,3,3,420
18568,22,22,533
18579,221,223,869
18585,6,6,282
18589,1,1,2
18598,50,53,5699
18653,4,4,194
18675,45,49,2639
18689,16,16,284
18699,1,1,180
18705,244,247,367
18712,2,2,64
18720,24,24,5727
18730,1,1,206
18740,45,46,117
18741,18,18,23
18745,2,2,12
18746,1,1,43
18756,96,99,245
18758,6,6,23
18759,8,8,897
18764,12,12,227
18782,51,53,78
18789,1,1,8
18793,1,1,438
18817,118,118,273
18830,2,2,121
18833,2,2,576
18835,6,6,271
18846,1,1,170
18848,8,8,561
18856,48,48,1141
18859,2,2,795
18870,5,5,192
18876,4,4,110
18883,1,1,38
18884,7,8,324
18892,498,501,511
18893,9,9,209
18900,3,3,476
18918,41,42,108
18928,49,49,838
18933,4,4,118
18936,67,67,71
18937,7,7,342
18942,285,285,339
18945,17,17,270
18947,4,4,45
18950,142,143,166
18962,3,3,1571
18965,360,392,1024
18968,2,2,199
18977,1,1,38
18979,10,10,101
18995,1,1,349
18997,3,3,273
19006,99,101,1410
19015,7,7,22
19024,108,108,923
19026,39,39,1175
19034,18,20,629
19035,1,1,30
19037,80,82,297
19058,93,96,1089
19060,193,195,199
19063,6,6,224
19064,2,2,27
19076,1,1,37
19080,510,517,665
19086,2,2,41
19092,148,149,154
19102,14,14,161
19109,45,48,613
19128,34,34,772
19131,33,34,580
19148,10,11,166
19153,1,1,93
19155,1,1,753
19157,14,17,223
19168,16,17,907
19181,9,9,26
19191,219,226,1558
19192,14,14,83
19194,16,16,24
19199,64,64,3424
19209,5,5,1001
19232,1,1,534
19236,4,4,121
19251,2,2,187
19265,3,3,275
19287,16,16,379
19313,44,45,46
19321,9,9,267
19322,1,1,20
19344,16,17,798
19360,4,4,26
19406,60,61,1572
19416,987,1028,15450
19417,17,18,203
19419,9,9,10
19432,1,1,16
19434,4,4,479
19440,1,1,1142
19445,7,8,168
19451,143,146,2660
19455,49,51,768
19465,1,1,94
19476,3,3,181
19479,1,1,11
19483,4,4,5
19495,26,26,189
19515,18,18,1227
19532,6,6,1275
19534,86,91,4275
19544,5,6,10
19549,2,2,2
19555,369,377,947
19568,17,17,222
19571,14,14,91
19596,7,7,106
19601,1,1,691
19622,35,36,225
19627,715,734,1626
19628,12,12,306
19653,63,83,676
19656,1,1,500
19657,11,11,2987
19658,27,28,2635
19659,4,4,1364
19664,40,40,41
19676,1,1,1
19686,6,6,1023
19687,216,218,384
19693,4,4,25
19723,64,64,736
19735,4,4,6
19739,1,1,21
19749,9,9,817
19758,8,8,385
19761,5,5,41
19768,3,4,4107
19791,38,38,133
19800,31,31,33
19801,1,1,5
19814,19,19,254
19833,8,8,208
19836,203,243,398
19839,8,8,547
19840,10,10,68
19848,5,5,284
19850,72,73,144
19858,5,5,136
19868,2,2,8
19884,5,5,11
19910,108,112,428
19922,4,4,1028
19942,11,12,905
19954,1,1,117
19955,12,12,46
19957,510,525,13555
19958,17,17,276
19962,9,9,116
19964,481,506,1593
19965,3,3,57
19981,2,2,227
20001,1,2,13
20005,11,11,69
20015,2,2,120
20016,61,62,757
20023,1,1,50
20027,1,1,552
20041,5,5,250
20053,9,9,154
20054,2,2,38
20067,47,47,82
20068,1,1,18
20102,2,2,109
20105,23,23,621
20135,16,16,22
20161,3,3,61
20195,7,7,114
20196,1,1,410
20197,6,6,2104
20210,9,9,85
20218,23,23,953
20223,4,4,14
20243,2,2,54
20247,46,50,2150
20265,6,6,82
20267,131,133,140
20284,4,4,55
20292,15,15,82
20296,25,25,33
20313,7,7,204
20317,1,1,129
20335,5,5,128
20356,18,19,374
20361,10,10,142
20368,4,4,89
20380,1,1,25
20398,1,1,45
20407,13,13,179
20417,7,9,200
20425,63,63,1092
20427,48,48,136
20430,4,4,73
20442,7,7,369
20443,12,12,287
20448,12,12,12
20458,185,191,290
20464,8,8,248
20468,15,15,290
20469,25,26,122
20471,111,111,510
20474,1,1,193
20478,24,24,704
20481,105,110,221
20489,1,1,1
20500,50,50,365
20509,14,14,543
20511,25,25,376
20512,16,16,89
20520,1,1,16
20529,9,9,10
20532,67,67,125
20535,94,96,2973
20542,4,4,20
20547,2,2,76
20553,5,5,98
20557,3,3,321
20559,2,2,226
20563,4,4,219
20564,3,3,2131
20576,1,1,137
20582,8,8,312
20593,13,13,21
20598,2,2,162
20611,1,1,101
20615,1,1,17
20626,1,1,30
20630,9,9,251
20634,359,365,480
20636,5,5,173
20652,4,4,158
20657,3,3,59
20663,10,10,24
20672,21,21,66
20678,25,25,139
20679,6,6,6
20681,24,25,911
20690,2,2,7
20691,31,31,864
20698,2,3,108
20699,5,5,215
20700,2,2,529
20702,3,3,96
20704,1,1,69
20710,3,3,10
20714,174,177,259
20721,7,7,191
20724,2,2,143
20732,12,12,78
20741,4,4,129
20742,18,18,458
20744,4,4,44
20756,339,340,351
20757,2,2,87
20758,94,98,2184
20759,4,4,31
20768,1,1,168
20774,1,1,520
20783,25,25,1148
20791,3,3,76
20792,2,2,28
20795,37,37,1410
20803,448,454,988
20809,17,18,56
20810,89,101,174
20813,9,12,132
20815,7,7,8
20823,7,7,10
20840,8,9,34
20841,1,1,271
20848,18,18,164
20858,1,1,23
20859,61,64,1111
20862,20,20,322
20887,2,2,2
20901,72,72,184
20902,59,60,74
20903,1,1,106
20904,11,11,150
20909,7,8,582
20915,95,99,1009
20917,68,71,603
20923,4,4,8
20925,32,32,242
20926,11,12,516
20930,9,9,12
20931,1,1,16
20946,7,7,155
20947,2,2,98
20949,7,7,650
20974,37,37,324
20978,8,8,259
21000,31,31,155
21003,8,8,132
21004,2,2,67
21010,4,4,713
21026,2,2,145
21034,13,13,776
21079,10,10,39
21116,11,11,167
21153,14,14,211
21163,1,1,3
21167,3,3,96
21186,1,1,27
21189,19,21,1539
21202,2,2,166
21209,13,14,126
21217,3,3,626
21235,1,1,228
21237,8,8,261
21244,716,728,2211
21257,13,14,360
21274,3,3,818
21287,5,5,3175
